Pos,Vel,Angle,Vel_tip,Mean_1,Mean_2,Variance_1,Variance_2
0.0131265075750078,-0.018580800796870856,-0.027446829118272866,0.009223294258760416,17.189732,17.066563,0.07294535,0.06322261
0.012754891559070385,-0.2132985937960055,-0.027262363233097657,0.2931216211753814,16.99333,17.208536,0.1017238,0.09243307
0.008488919683150273,-0.01779876832994351,-0.02139993080959003,-0.008033288796834903,16.9558,16.998524,0.04977011,0.06377472
0.008132944316551403,0.17762344676223815,-0.02156059658552673,-0.3073905922192555,17.387814,17.406628,0.060788564,0.03978692
0.011685413251796166,0.373045879187929,-0.02770840842991184,-0.6067944348400507,16.954254,17.010822,0.06393004,0.07299778
0.019146330835554747,0.568544074314768,-0.03984429712671285,-0.9080743932901664,17.540522,17.476719,0.05278408,0.05766198
0.030517212321850107,0.37398348718032814,-0.05800578499251618,-0.6281762646461588,17.237383,17.098526,0.08149829,0.05310577
0.03799688206545667,0.1797170143453257,-0.07056931028543936,-0.3543107890898524,16.944271,17.014301,0.107852384,0.09340594
0.041591222352363184,0.37576771940823744,-0.07765552606723641,-0.6683850581786596,17.158947,17.000425,0.05001995,0.046334513
0.04910657674052793,0.18180659150539558,-0.0910232272308096,-0.4011279554101659,16.905186,16.99454,0.055363428,0.079636574
0.05274270857063584,0.3780938133850957,-0.09904578633901293,-0.7210638077062843,17.207996,17.134773,0.056114834,0.08833925
0.060304584838337755,0.18447142314264897,-0.1134670624931386,-0.4611255185798303,17.229874,17.193516,0.053405333,0.07078421
0.06399401330119073,-0.008879297052680202,-0.12268957286473521,-0.2062522263544299,17.086567,17.319025,0.07461711,0.056511506
0.06381642736013712,0.18776401659327704,-0.12681461739182381,-0.5349802746407673,17.162155,17.19847,0.087895714,0.07836667
0.06757170769200266,0.38441975153574726,-0.13751422288463916,-0.8647787447632793,17.252972,16.354328,0.21205823,0.7628603
0.0752601027227176,0.19141055404270602,-0.15480979777990475,-0.618299895436125,17.427118,16.889675,0.15900429,0.37226313
0.07908831380357173,-0.0012488505106618697,-0.16717579568862725,-0.3780993443778841,16.945131,16.683863,0.10602403,0.27746648
0.07906333679335849,-0.1936510831989553,-0.17473778257618494,-0.14244058466027115,17.037523,17.093987,0.08707559,0.17149098
0.07519031512937938,0.0034867522487601887,-0.17758659426939036,-0.4847562387137259,17.230694,15.90861,0.086944975,0.37796557
0.07526005017435458,-0.1887431134122648,-0.18728171904366486,-0.25288273249515286,17.139963,16.408583,0.07996711,0.116853125
0.07148518790610929,-0.38076607483291336,-0.19233937369356793,-0.02462438507035017,17.026293,16.578897,0.08341992,0.16695203
0.06386986640945103,-0.5726841103763214,-0.19283186139497493,0.2017443782541647,17.174791,17.067165,0.12440653,0.09404199
0.0524161842019246,-0.7646005029294332,-0.18879697382989163,0.4279414726669001,17.162466,17.113796,0.03357958,0.033625007
0.037124174143335936,-0.9566173640177291,-0.18023814437655364,0.6556716139084278,17.187473,17.231546,0.13080181,0.13074869
0.017991826862981352,-0.7595048260512363,-0.1671247120983851,0.31208876072537073,17.177876,17.137562,0.09255676,0.106703915
0.0028017303419566267,-0.9519005989020239,-0.16088293688387767,0.5477552277724467,17.258503,17.217602,0.078983404,0.063229516
-0.01623628163608385,-1.144440236050777,-0.14992783232842874,0.78573926249015,17.225224,17.191341,0.11774026,0.08658039
-0.039125086357099395,-1.3372193414807463,-0.13421304707862575,1.027750154349034,17.199617,17.075336,0.080990925,0.073811516
-0.06586947318671432,-1.5303244107588723,-0.11365804399164507,1.27546257007493,17.042105,17.130943,0.12603204,0.09449836
-0.09647596140189177,-1.3339512601254795,-0.08814879259014646,0.9494598133034897,17.34354,17.382801,0.07558745,0.07848809
-0.12315498660440136,-1.1377603461450796,-0.06915959632407667,0.6304338393309397,17.252163,17.190168,0.05586982,0.06875302
-0.14591019352730294,-1.331852582676603,-0.056550919537457875,0.9005594906872993,17.19698,17.101828,0.026152018,0.02551274
-0.172547245180835,-1.5261645390645295,-0.03853972972371189,1.1749443811852802,17.271551,17.297472,0.062894136,0.08963771
-0.2030705359621256,-1.3305635598762142,-0.015040842100006287,0.8704329057974183,17.137062,17.171528,0.06729496,0.058933925
-0.2296818071596499,-1.1352402838622317,0.0023678160159420793,0.5730592908408971,17.199802,17.182955,0.07174725,0.07154639
-0.2523866128368945,-1.330395354224786,0.013829001832760023,0.8664872130329222,16.938631,17.088278,0.035588384,0.060893327
-0.27899451992139024,-1.135464304138858,0.03115874609341847,0.5781841935587491,17.29813,17.193403,0.096651874,0.08311507
-0.3017038060041674,-1.3310087808228586,0.04272242996459345,0.880517723401222,17.31081,17.244907,0.08720144,0.06492323
